feature,importance
Sub_issue_Right to dispute notice not received,0.0006699638
ZIP_code_20155.0,0.00066743616
Company_grouped_1329,0.0006477324
ZIP_code_95826.0,0.00064457516
Company_525,0.00063923834
Company_237,0.000634705
State_35,0.0006318356
State_45,0.00061743654
ZIP_code_90038.0,0.000610481
Company_1429,0.0005989936
ZIP_code_45244.0,0.00058868143
Sub_product_Desconocido,0.00058136915
Company_629,0.00058119325
ZIP_code_93950.0,0.0005670044
Company_grouped_Otras,0.00056388177
ZIP_code_32256.0,0.00055624865
ZIP_code_48227.0,0.0005507634
ZIP_code_94534.0,0.0005382915
ZIP_code_33060.0,0.0005264297
Sub_issue_Not given enough info to verify debt,0.0005260933
Issue_Using a debit or ATM card,0.0005200131
ZIP_code_85068.0,0.00051076355
Sub_issue_Reinserted previously deleted info,0.00050910475
Days_to_response_bin_6-10 días,0.0004995122
Product_4,0.00045220996
Sub_issue_Debt is not mine,0.00044030676
ZIP_code_20772.0,0.00043430843
ZIP_code_92075.0,0.00042056025
ZIP_code_85028.0,0.00042017188
ZIP_code_48187.0,0.00041399445
Company_grouped_312,0.00040122608
Company_grouped_195,0.00039249248
ZIP_code_84405.0,0.00038254037
ZIP_code_92264.0,0.00036942007
ZIP_code_6516.0,0.00035647405
Product_3,0.0003540986
Sub_issue_Debt was paid,0.0003476036
Company_407,0.00033601822
Product_1,0.00032258968
State_4,0.00031338676
ZIP_code_86336.0,0.00027734076
ZIP_code_44411.0,0.00027047857
ZIP_code_47446.0,0.00026987676
ZIP_code_92019.0,0.00026486014
ZIP_code_33615.0,0.00024827418
ZIP_code_80304.0,0.00024440308
ZIP_code_84528.0,0.00022280854
ZIP_code_75116.0,0.00019174432
ZIP_code_10457.0,0.00018791496
ZIP_code_59901.0,0.00018580754
Issue_Customer service / Customer relations,0.00014067139
ZIP_code_79936.0,0.00012132644
ZIP_code_94963.0,0.00012036513
Company_17,8.13792e-05
ZIP_code_20018.0,7.9227335e-05
ZIP_code_11542.0,7.291672e-05
Company_942,7.088682e-05
Company_15,5.4887652e-05
ZIP_code_33444.0,4.398433e-05
Issue_Credit determination,2.5393587e-05
Product_5,1.9695402e-05
ZIP_code_74044.0,1.8802464e-05
Company_195,1.4766497e-05
Company_1157,1.1640041e-05
ZIP_code_3802.0,9.653098e-06
ZIP_code_19119.0,2.984779e-06
Company_256,0.0
Company_257,0.0
Company_258,0.0
Company_259,0.0
Company_261,0.0
Company_262,0.0
Company_263,0.0
Company_264,0.0
Company_265,0.0
Company_266,0.0
Company_267,0.0
Company_268,0.0
Company_270,0.0
Company_272,0.0
Company_273,0.0
Company_275,0.0
Company_276,0.0
Company_277,0.0
Company_278,0.0
Company_280,0.0
Company_282,0.0
Company_284,0.0
Company_286,0.0
Company_287,0.0
Company_288,0.0
Company_289,0.0
Company_290,0.0
Company_291,0.0
Company_292,0.0
Company_294,0.0
Company_295,0.0
Company_296,0.0
Company_297,0.0
Company_298,0.0
Company_299,0.0
Company_300,0.0
Company_303,0.0
Company_304,0.0
Company_305,0.0
Company_306,0.0
Company_307,0.0
Company_308,0.0
Company_309,0.0
Company_310,0.0
Company_315,0.0
Company_316,0.0
Company_317,0.0
Company_318,0.0
Company_319,0.0
Company_320,0.0
Company_321,0.0
Company_322,0.0
Company_323,0.0
Company_324,0.0
Company_326,0.0
Company_327,0.0
Company_328,0.0
Company_331,0.0
Company_332,0.0
Company_333,0.0
Company_334,0.0
Company_335,0.0
Company_338,0.0
Company_339,0.0
Company_340,0.0
Company_341,0.0
Company_342,0.0
Company_343,0.0
Company_344,0.0
Company_345,0.0
Company_347,0.0
Company_348,0.0
Company_349,0.0
Company_351,0.0
Company_352,0.0
Company_353,0.0
Company_354,0.0
Company_355,0.0
Company_356,0.0
Company_358,0.0
Company_359,0.0
Company_361,0.0
Company_362,0.0
Company_363,0.0
Company_364,0.0
Company_365,0.0
Company_366,0.0
Company_367,0.0
Company_368,0.0
Company_369,0.0
Company_372,0.0
Company_374,0.0
Company_375,0.0
Company_376,0.0
Company_378,0.0
Company_379,0.0
Company_380,0.0
Company_381,0.0
Company_382,0.0
Company_383,0.0
Company_384,0.0
Company_386,0.0
Company_387,0.0
Company_388,0.0
Company_389,0.0
Company_390,0.0
Company_391,0.0
Company_392,0.0
Company_394,0.0
Company_395,0.0
Company_396,0.0
Company_398,0.0
Company_399,0.0
Company_400,0.0
Company_401,0.0
Company_402,0.0
Company_403,0.0
Company_404,0.0
Company_405,0.0
Company_406,0.0
Company_408,0.0
Company_410,0.0
Company_411,0.0
Company_412,0.0
Company_413,0.0
Company_414,0.0
Company_415,0.0
Company_416,0.0
Company_417,0.0
Company_418,0.0
Company_419,0.0
Company_421,0.0
Company_422,0.0
Company_423,0.0
Company_424,0.0
Company_425,0.0
Company_426,0.0
Company_427,0.0
Company_428,0.0
Company_429,0.0
Company_433,0.0
Company_434,0.0
Company_436,0.0
Company_442,0.0
Company_443,0.0
Company_444,0.0
Company_445,0.0
Company_447,0.0
Company_448,0.0
Company_449,0.0
Company_451,0.0
Company_452,0.0
Company_453,0.0
Company_454,0.0
Company_455,0.0
Company_456,0.0
Company_457,0.0
Company_458,0.0
Company_460,0.0
Company_461,0.0
Company_462,0.0
Company_464,0.0
Company_466,0.0
Company_467,0.0
Company_469,0.0
Company_470,0.0
Company_471,0.0
Company_472,0.0
Company_473,0.0
Company_474,0.0
Company_475,0.0
Company_476,0.0
Company_477,0.0
Company_478,0.0
Company_479,0.0
Company_481,0.0
Company_482,0.0
Company_483,0.0
Company_484,0.0
Company_485,0.0
Company_487,0.0
Company_491,0.0
Company_492,0.0
Company_493,0.0
Company_496,0.0
Company_498,0.0
Company_499,0.0
Company_501,0.0
Company_503,0.0
Company_506,0.0
Company_507,0.0
Company_508,0.0
Company_509,0.0
Company_511,0.0
Company_512,0.0
Company_513,0.0
Company_514,0.0
Company_515,0.0
Company_517,0.0
Company_518,0.0
Company_519,0.0
Company_520,0.0
Company_521,0.0
Company_522,0.0
Company_523,0.0
Company_524,0.0
Company_526,0.0
Company_527,0.0
Company_529,0.0
Company_530,0.0
Company_531,0.0
Company_532,0.0
Company_534,0.0
Company_535,0.0
Company_536,0.0
Company_537,0.0
Company_539,0.0
Company_540,0.0
Company_541,0.0
Company_542,0.0
Company_543,0.0
Company_544,0.0
Company_545,0.0
Company_546,0.0
Company_548,0.0
Company_549,0.0
Company_551,0.0
Company_552,0.0
Company_553,0.0
Company_554,0.0
Company_555,0.0
Company_557,0.0
Company_559,0.0
Company_560,0.0
Company_561,0.0
Company_562,0.0
Company_563,0.0
Company_564,0.0
Company_566,0.0
Company_568,0.0
Company_569,0.0
Company_570,0.0
Company_571,0.0
Company_572,0.0
Company_574,0.0
Company_575,0.0
Company_576,0.0
Company_577,0.0
Company_578,0.0
Company_581,0.0
Company_583,0.0
Company_584,0.0
Company_585,0.0
Company_586,0.0
Company_587,0.0
Company_588,0.0
Company_589,0.0
Company_590,0.0
Company_591,0.0
Company_592,0.0
Company_593,0.0
Company_595,0.0
Company_597,0.0
Company_599,0.0
Company_600,0.0
Company_603,0.0
Company_604,0.0
Company_605,0.0
Company_606,0.0
Company_607,0.0
Company_608,0.0
Company_609,0.0
Company_610,0.0
Company_611,0.0
Company_613,0.0
Company_615,0.0
Company_616,0.0
Company_617,0.0
Company_618,0.0
Company_619,0.0
Company_620,0.0
Company_621,0.0
Company_623,0.0
Company_624,0.0
Company_625,0.0
Company_626,0.0
Company_627,0.0
Company_628,0.0
Company_633,0.0
Company_634,0.0
Company_635,0.0
Company_637,0.0
Company_638,0.0
Company_639,0.0
Company_640,0.0
Company_641,0.0
Company_642,0.0
Company_643,0.0
Company_647,0.0
Company_649,0.0
Company_650,0.0
Company_651,0.0
Company_652,0.0
Company_653,0.0
Company_654,0.0
Company_655,0.0
Company_656,0.0
Company_657,0.0
Company_658,0.0
Company_659,0.0
Company_660,0.0
Company_661,0.0
Company_663,0.0
Company_664,0.0
Company_666,0.0
Company_667,0.0
Company_668,0.0
Company_669,0.0
Company_670,0.0
Company_671,0.0
Company_672,0.0
Company_673,0.0
Company_674,0.0
Company_675,0.0
Company_676,0.0
Company_677,0.0
Company_678,0.0
Company_679,0.0
Company_680,0.0
Company_681,0.0
Company_682,0.0
Company_683,0.0
Company_684,0.0
Company_685,0.0
Company_686,0.0
Company_687,0.0
Company_688,0.0
Company_689,0.0
Company_690,0.0
Company_691,0.0
Company_692,0.0
Company_693,0.0
Company_694,0.0
Company_696,0.0
Company_697,0.0
Company_698,0.0
Company_699,0.0
Company_700,0.0
Company_701,0.0
Company_702,0.0
Company_703,0.0
Company_704,0.0
Company_705,0.0
Company_706,0.0
Company_707,0.0
Company_708,0.0
Company_709,0.0
Company_710,0.0
Company_712,0.0
Company_713,0.0
Company_715,0.0
Company_716,0.0
Company_717,0.0
Company_718,0.0
Company_719,0.0
Company_720,0.0
Company_721,0.0
Company_722,0.0
Company_723,0.0
Company_725,0.0
Company_726,0.0
Company_727,0.0
Company_728,0.0
Company_730,0.0
Company_731,0.0
Company_732,0.0
Company_733,0.0
Company_734,0.0
Company_735,0.0
Company_736,0.0
Company_737,0.0
Company_738,0.0
Company_740,0.0
Company_741,0.0
Company_742,0.0
Company_743,0.0
Company_745,0.0
Company_746,0.0
Company_747,0.0
Company_748,0.0
Company_749,0.0
Company_750,0.0
Company_751,0.0
Company_752,0.0
Company_754,0.0
Company_755,0.0
Company_756,0.0
Company_757,0.0
Company_758,0.0
Company_759,0.0
Company_760,0.0
Company_761,0.0
Company_762,0.0
Company_764,0.0
Company_765,0.0
Company_766,0.0
Company_767,0.0
Company_768,0.0
Company_770,0.0
Company_771,0.0
Company_772,0.0
Company_773,0.0
Company_774,0.0
Company_775,0.0
Company_777,0.0
Company_778,0.0
Company_779,0.0
Company_780,0.0
Company_781,0.0
Company_782,0.0
Company_783,0.0
Company_784,0.0
Company_785,0.0
Company_787,0.0
Company_788,0.0
Company_789,0.0
Company_792,0.0
Company_793,0.0
Company_794,0.0
Company_795,0.0
Company_796,0.0
Company_797,0.0
Company_800,0.0
Company_801,0.0
Company_803,0.0
Company_804,0.0
Company_806,0.0
Company_808,0.0
Company_809,0.0
Company_811,0.0
Company_812,0.0
Company_813,0.0
Company_814,0.0
Company_815,0.0
Company_818,0.0
Company_819,0.0
Company_820,0.0
Company_822,0.0
Company_823,0.0
Company_824,0.0
Company_825,0.0
Company_826,0.0
Company_827,0.0
Company_828,0.0
Company_829,0.0
Company_830,0.0
Company_832,0.0
Company_833,0.0
Company_834,0.0
Company_835,0.0
Company_836,0.0
Company_837,0.0
Company_838,0.0
Company_839,0.0
Company_840,0.0
Company_841,0.0
Company_843,0.0
Company_844,0.0
Company_845,0.0
Company_846,0.0
Company_847,0.0
Company_848,0.0
Company_850,0.0
Company_851,0.0
Company_852,0.0
Company_853,0.0
Company_854,0.0
Company_855,0.0
Company_856,0.0
Company_857,0.0
Company_858,0.0
Company_860,0.0
Company_862,0.0
Company_864,0.0
Company_865,0.0
Company_866,0.0
Company_867,0.0
Company_868,0.0
Company_869,0.0
Company_870,0.0
Company_872,0.0
Company_873,0.0
Company_874,0.0
Company_877,0.0
Company_878,0.0
Company_879,0.0
Company_880,0.0
Company_881,0.0
Company_882,0.0
Company_883,0.0
Company_884,0.0
Company_885,0.0
Company_886,0.0
Company_887,0.0
Company_888,0.0
Company_889,0.0
Company_890,0.0
Company_891,0.0
Company_892,0.0
Company_893,0.0
Company_894,0.0
Company_895,0.0
Company_896,0.0
Company_897,0.0
Company_898,0.0
Company_901,0.0
Company_902,0.0
Company_904,0.0
Company_906,0.0
Company_907,0.0
Company_908,0.0
Company_909,0.0
Company_910,0.0
Company_911,0.0
Company_912,0.0
Company_913,0.0
Company_914,0.0
Company_915,0.0
Company_916,0.0
Company_917,0.0
Company_918,0.0
Company_919,0.0
Company_920,0.0
Company_921,0.0
Company_922,0.0
Company_923,0.0
Company_924,0.0
Company_926,0.0
Company_927,0.0
Company_928,0.0
Company_929,0.0
Company_930,0.0
Company_931,0.0
Company_932,0.0
Company_933,0.0
Company_934,0.0
Company_935,0.0
Company_936,0.0
Company_937,0.0
Company_938,0.0
Company_944,0.0
Company_945,0.0
Company_947,0.0
Company_948,0.0
Company_949,0.0
Company_951,0.0
Company_952,0.0
Company_953,0.0
Company_956,0.0
Company_957,0.0
Company_958,0.0
Company_959,0.0
Company_960,0.0
Company_961,0.0
Company_962,0.0
Company_963,0.0
Company_964,0.0
Company_965,0.0
Company_968,0.0
Company_969,0.0
Company_970,0.0
Company_972,0.0
Company_973,0.0
Company_974,0.0
Company_975,0.0
Company_977,0.0
Company_979,0.0
Company_980,0.0
Company_981,0.0
Company_982,0.0
Company_984,0.0
Company_985,0.0
Company_988,0.0
Company_989,0.0
Company_991,0.0
Company_992,0.0
Company_993,0.0
Company_995,0.0
Company_997,0.0
Company_998,0.0
Company_1000,0.0
Company_1001,0.0
Company_1002,0.0
Company_1003,0.0
Company_1004,0.0
Company_1006,0.0
Company_1008,0.0
Company_1010,0.0
Company_1012,0.0
Company_1013,0.0
Company_1014,0.0
Company_1015,0.0
Company_1016,0.0
Company_1017,0.0
Company_1018,0.0
Company_1019,0.0
Company_1020,0.0
Company_1021,0.0
Company_1022,0.0
Company_1023,0.0
Company_1026,0.0
Company_1027,0.0
Company_1028,0.0
Company_1029,0.0
Company_1030,0.0
Company_1031,0.0
Company_1032,0.0
Company_1034,0.0
Company_1035,0.0
Company_1037,0.0
Company_1039,0.0
Company_1040,0.0
Company_1041,0.0
Company_1044,0.0
Company_1045,0.0
Company_1050,0.0
Company_1051,0.0
Company_1053,0.0
Company_1054,0.0
Company_1055,0.0
Company_1056,0.0
Company_1058,0.0
Company_1061,0.0
Company_1062,0.0
Company_1063,0.0
Company_1065,0.0
Company_1066,0.0
Company_1068,0.0
Company_1069,0.0
Company_1071,0.0
Company_1072,0.0
Company_1073,0.0
Company_1074,0.0
Company_1076,0.0
Company_1077,0.0
Company_1078,0.0
Company_1079,0.0
Company_1081,0.0
Company_1082,0.0
Company_1083,0.0
Company_1084,0.0
Company_1085,0.0
Company_1087,0.0
Company_1088,0.0
Company_1089,0.0
Company_1090,0.0
Company_1091,0.0
Company_1092,0.0
Company_1093,0.0
Company_1094,0.0
Company_1095,0.0
Company_1097,0.0
Company_1098,0.0
Company_1100,0.0
Company_1103,0.0
Company_1104,0.0
Company_1105,0.0
Company_1106,0.0
Company_1107,0.0
Company_1108,0.0
Company_1109,0.0
Company_1110,0.0
Company_1113,0.0
Company_1114,0.0
Company_1115,0.0
Company_1116,0.0
Company_1117,0.0
Company_1118,0.0
Company_1119,0.0
Company_1120,0.0
Company_1121,0.0
Company_1124,0.0
Company_1125,0.0
Company_1126,0.0
Company_1127,0.0
Company_1128,0.0
Company_1129,0.0
Company_1130,0.0
Company_1131,0.0
Company_1132,0.0
Company_1133,0.0
Company_1134,0.0
Company_1137,0.0
Company_1138,0.0
Company_1139,0.0
Company_1140,0.0
Company_1141,0.0
Company_1142,0.0
Company_1143,0.0
Company_1144,0.0
Company_1145,0.0
Company_1146,0.0
Company_1147,0.0
Company_1148,0.0
Company_1150,0.0
Company_1151,0.0
Company_1152,0.0
Company_1154,0.0
Company_1155,0.0
Company_1156,0.0
Company_1158,0.0
Company_1159,0.0
Company_1160,0.0
Company_1161,0.0
Company_1162,0.0
Company_1164,0.0
Company_1165,0.0
Company_1166,0.0
Company_1167,0.0
Company_1168,0.0
Company_1170,0.0
Company_1171,0.0
Company_1172,0.0
Company_1174,0.0
Company_1176,0.0
Company_1177,0.0
Company_1179,0.0
Company_1181,0.0
Company_1183,0.0
Company_1185,0.0
Company_1187,0.0
Company_1188,0.0
Company_1189,0.0
Company_1190,0.0
Company_1191,0.0
Company_1192,0.0
Company_1194,0.0
Company_1196,0.0
Company_1197,0.0
Company_1199,0.0
Company_1200,0.0
Company_1201,0.0
Company_1202,0.0
Company_1203,0.0
Company_1204,0.0
Company_1205,0.0
Company_1206,0.0
Company_1209,0.0
Company_1210,0.0
Company_1212,0.0
Company_1213,0.0
Company_1214,0.0
Company_1215,0.0
Company_1216,0.0
Company_1218,0.0
Company_1219,0.0
Company_1220,0.0
Company_1222,0.0
Company_1223,0.0
Company_1224,0.0
Company_1225,0.0
Company_1226,0.0
Company_1227,0.0
Company_1231,0.0
Company_1232,0.0
Company_1234,0.0
Company_1235,0.0
Company_1237,0.0
Company_1238,0.0
Company_1239,0.0
Company_1241,0.0
Company_1243,0.0
Company_1244,0.0
Company_1246,0.0
Company_1248,0.0
Company_1249,0.0
Company_1250,0.0
Company_1251,0.0
Company_1253,0.0
Company_1254,0.0
Company_1255,0.0
Company_1256,0.0
Company_1257,0.0
Company_1258,0.0
Company_1260,0.0
Company_1264,0.0
Company_1265,0.0
Company_1266,0.0
Company_1267,0.0
Company_1268,0.0
Company_1269,0.0
Company_1270,0.0
Company_1271,0.0
Company_1272,0.0
Company_1273,0.0
Company_1274,0.0
Company_1275,0.0
Company_1277,0.0
Company_1279,0.0
Company_1280,0.0
Company_1283,0.0
Company_1284,0.0
Company_1286,0.0
Company_1287,0.0
Company_1289,0.0
Company_1290,0.0
Company_1291,0.0
Company_1293,0.0
Company_1297,0.0
Company_1298,0.0
Company_1299,0.0
Company_1301,0.0
Company_1302,0.0
Company_1303,0.0
Company_1304,0.0
Company_1305,0.0
Company_1306,0.0
Company_1308,0.0
Company_1309,0.0
Company_1310,0.0
Company_1311,0.0
Company_1313,0.0
Company_1314,0.0
Company_1315,0.0
Company_1316,0.0
Company_1317,0.0
Company_1318,0.0
Company_1319,0.0
Company_1320,0.0
Company_1321,0.0
Company_1323,0.0
Company_1324,0.0
Company_1326,0.0
Company_1327,0.0
Company_1328,0.0
Company_1329,0.0
Company_1331,0.0
Company_1332,0.0
Company_1335,0.0
Company_1336,0.0
Company_1338,0.0
Company_1340,0.0
Company_1342,0.0
Company_1344,0.0
Company_1346,0.0
Company_1347,0.0
Company_1348,0.0
Company_1349,0.0
Company_1350,0.0
Company_1352,0.0
Company_1353,0.0
Company_1354,0.0
Company_1355,0.0
Company_1359,0.0
Company_1360,0.0
Company_1362,0.0
Company_1363,0.0
Company_1364,0.0
Company_1365,0.0
Company_1366,0.0
Company_1367,0.0
Company_1369,0.0
Company_1370,0.0
Company_1371,0.0
Company_1372,0.0
Company_1373,0.0
Company_1376,0.0
Company_1377,0.0
Company_1378,0.0
Company_1379,0.0
Company_1380,0.0
Company_1382,0.0
Company_1384,0.0
Company_1385,0.0
Company_1386,0.0
Company_1387,0.0
Company_1388,0.0
Company_1389,0.0
Company_1390,0.0
Company_1391,0.0
Company_1392,0.0
Company_1393,0.0
Company_1394,0.0
Company_1397,0.0
Company_1399,0.0
Company_1400,0.0
Company_1402,0.0
Company_1403,0.0
Company_1404,0.0
Company_1405,0.0
Company_1406,0.0
Company_1407,0.0
Company_1408,0.0
Company_1410,0.0
Company_1411,0.0
Company_1412,0.0
Company_1413,0.0
Company_1414,0.0
Company_1415,0.0
Company_1416,0.0
Company_1417,0.0
Company_1418,0.0
Company_1420,0.0
Company_1421,0.0
Company_1422,0.0
Company_1423,0.0
Company_1424,0.0
Company_1426,0.0
Company_1427,0.0
Company_1430,0.0
Company_1431,0.0
Company_1432,0.0
Company_1434,0.0
Company_1436,0.0
Company_1437,0.0
Company_1438,0.0
Company_1439,0.0
Company_1440,0.0
Company_1441,0.0
Company_1442,0.0
Company_1443,0.0
Company_1444,0.0
Company_1445,0.0
Company_1446,0.0
Company_1447,0.0
Company_1449,0.0
Company_1450,0.0
Company_1451,0.0
Company_1452,0.0
Company_1453,0.0
Company_1454,0.0
Company_1458,0.0
Company_1459,0.0
Company_1460,0.0
Company_1461,0.0
Company_1462,0.0
Company_1465,0.0
Company_1466,0.0
Company_1467,0.0
Company_1468,0.0
Company_1469,0.0
Company_1470,0.0
Company_1471,0.0
Company_1472,0.0
Company_1473,0.0
Company_1474,0.0
Company_1475,0.0
Company_1476,0.0
Company_1477,0.0
Company_1478,0.0
Company_1480,0.0
Company_1482,0.0
Company_1483,0.0
Company_1484,0.0
Company_1485,0.0
Company_1487,0.0
Company_1488,0.0
Company_1489,0.0
Company_1490,0.0
Company_1491,0.0
Company_1492,0.0
Company_1493,0.0
Company_1494,0.0
Company_1495,0.0
Company_1496,0.0
Company_1497,0.0
Company_1499,0.0
Company_1501,0.0
Company_1502,0.0
Company_1504,0.0
Company_1505,0.0
Company_1506,0.0
Company_1507,0.0
Company_1508,0.0
Company_1509,0.0
Company_1510,0.0
Company_1512,0.0
Company_1513,0.0
Company_1514,0.0
Company_1517,0.0
Company_1518,0.0
Company_1519,0.0
Company_1521,0.0
Company_1522,0.0
Company_1523,0.0
Company_1524,0.0
Company_1525,0.0
Company_1526,0.0
Company_1527,0.0
Company_1529,0.0
Company_1531,0.0
Company_1532,0.0
Company_1533,0.0
Company_grouped_1024,0.0
Company_grouped_1118,0.0
Company_grouped_1230,0.0
Company_grouped_1247,0.0
Company_grouped_1261,0.0
Company_grouped_1401,0.0
Company_grouped_1429,0.0
Company_grouped_190,0.0
Company_grouped_377,0.0
Company_grouped_486,0.0
Company_grouped_494,0.0
Company_grouped_533,0.0
Company_grouped_661,0.0
Company_grouped_81,0.0
Company_grouped_955,0.0
Company_grouped_996,0.0
ZIP_code_100.0,0.0
ZIP_code_10001.0,0.0
ZIP_code_10002.0,0.0
ZIP_code_10003.0,0.0
ZIP_code_10004.0,0.0
ZIP_code_10006.0,0.0
ZIP_code_10007.0,0.0
ZIP_code_10009.0,0.0
ZIP_code_1001.0,0.0
ZIP_code_10011.0,0.0
ZIP_code_10012.0,0.0
ZIP_code_10013.0,0.0
ZIP_code_10014.0,0.0
ZIP_code_10016.0,0.0
ZIP_code_10017.0,0.0
ZIP_code_10018.0,0.0
ZIP_code_1002.0,0.0
ZIP_code_10021.0,0.0
ZIP_code_10023.0,0.0
ZIP_code_10025.0,0.0
ZIP_code_10026.0,0.0
ZIP_code_10027.0,0.0
ZIP_code_10028.0,0.0
ZIP_code_10029.0,0.0
ZIP_code_10030.0,0.0
ZIP_code_10032.0,0.0
ZIP_code_10033.0,0.0
ZIP_code_10034.0,0.0
ZIP_code_10036.0,0.0
ZIP_code_10037.0,0.0
ZIP_code_10038.0,0.0
ZIP_code_10039.0,0.0
ZIP_code_10040.0,0.0
ZIP_code_10044.0,0.0
ZIP_code_10065.0,0.0
ZIP_code_1007.0,0.0
ZIP_code_10075.0,0.0
ZIP_code_1010.0,0.0
ZIP_code_10101.0,0.0
ZIP_code_10150.0,0.0
ZIP_code_1020.0,0.0
